Job Title,Company Name,Country,When Posted,No. of Applicants,Hyperlink,Job Description
Operations Manager,PCCW SOLUTIONS INSYS PTE. LTD.,Singapore| Singapore,2 weeks ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/operations-manager-at-pccw-solutions-insys-pte-ltd-2225329029?refId=5c8b73b3-5203-4e98-8eb5-901d51a42a26&position=25&pageNum=36&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><ul><li>Good experience in IT INFRA Operation and Project Management</li> <li>Experience working in WOG environment</li> <li>Experience in end to end Project Management</li> <li>Involved in IT Infrastructure design Project Management assignments Strategy formation assignments and Procurement advisory assignments for various customers.</li> <li>Led and delivered multiple small to medium sized development and enhancement of projects</li> <li>Performed project estimation planning monitoring and control for different stages of the project.</li> <li>Handled end to end service management process development and project evaluation in line with business case.</li> <li>Capturing Client’s Technology requirements IT Project Management IT Operations And Infrastructure Management Datacenter Operation Management Vendor Management IT Procurement.</li> <li>Involved in IT Infrastructure design Project Management assignments Strategy formation assignments and Procurement advisory assignments for various customers.</li> <li>Require 8-10 years of experience.</li> <li>Must be customer-focused Good problem solving skills Must be able to deal with stress</li> <li>Must be able to understand and accept that the Customer’s issues affects the business and that without the Customer there is no support department</li> <li>Must have knowledge of technical terminology used for the business processes.</li> <li>Must be able to work alone and in teams</li> <li>Must have empathy with users (at the client site)</li> <li>Must be diplomatic and must have interpersonal skills</li> <li>Must be able to understand the business’s objectives</li> <li>Strong interpersonal and communication skills – able to communicate issues effectively and concisely to varied audiences both verbally and in writing</li></ul></div>
Operations Manager,MEDINA PTE. LTD.,Singapore| Singapore,1 week ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/operations-manager-at-medina-pte-ltd-2203915069?refId=99952413-0ecc-463a-b56c-0fd0f9bce3e0&position=1&pageNum=37&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5">To plan schedule and execute projects with strict adherence to project's timeline budget and all requirements<br/><br/>Liaison between designers sub-contractors and suppliers from start till project completion<br/><br/>To arrange permit and hacking submissions and obtaining required approvals from relevant departments and authorities<br/><br/>Ensure that site workers are adequately trained and equipped to carry out works in a safe timely and cost-effective manner<br/><br/>Supervise and manage a team of site workers by delegation of tasks and responsibilities to appropriate personnel<br/><br/>Organize subcontractors to survey and carry out all stages of work<br/><br/>Manage the day-to-day project activities and monitor work progress on-site to establish a scope of works<br/><br/>Project management overseeing multiple projects and assist in monitoring and reporting of the progress of interior design work on projects<br/><br/>Handle any other ad-hoc duties and tasks assigned<br/><br/>Flexibility to travel to various job sites daily as and when required</div>
Operations Executive,SOHAM PTE. LTD.,Singapore| Singapore,1 week ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/operations-executive-at-soham-pte-ltd-2203903000?refId=99952413-0ecc-463a-b56c-0fd0f9bce3e0&position=2&pageNum=37&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><ul><li>Able to operate the dining area of the restaurant</li><li> Able to welcome customers and help with the safe check-ins</li><li> Able to take orders for take-aways and deliveries.</li><li> Able to keep restaurant clean</li><li> Able to serve food and drinks to customers</li><li> Able to help the kitchen staff with the packing of food for take-aways and deliveries</li></ul></div>
Operations Manager,IGG Singapore Pte Ltd,Singapore| Singapore,3 weeks ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/operations-manager-at-igg-singapore-pte-ltd-2220909193?refId=99952413-0ecc-463a-b56c-0fd0f9bce3e0&position=3&pageNum=37&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><strong><u>Responsibilities<br/></u></strong><ul><li> Set up an operation team in SG and manage the distribution operations and maintenance of mobile games.</li><li> Tailor-make and follow up in-game events based on the country where the product is launched.</li><li> Continually analyze strategies to propose new ways to optimize customer stickiness user experience and game revenue.</li><li> Assist in product image and formulate effective marketing and promotion for different countries and regions.</li><li> Regularly collect information to conduct data analysis and researching on rival products in the markets of various countries.</li><li> Regularly provide the Development teams with updated feedback on the follow-up content of the product according to the characteristics of different countries.</li><li> Team management - Able to manage the company’s Operations teams across different regions/countries and to assist in managing the daily operations in various countries.<br/></li></ul><strong><u>Requirements<br/></u></strong><ul><li> Fluent in English and Chinese (oral and written) in the related field.</li><li> 5 years and above experience in the gaming industry or related fields. Those with game marketing experience will be considered favorably.</li><li> Deep understanding of the local market; familiar with various game genres and gaming platforms.</li><li> Good acumen in market trends highly creative and able to make use of various marketing resources. 5. Keen on learning able to analyze the market and the ability to solve problems independently. 6. Responsible honest and possess outstanding communicative skills. Must be able to work well in a team.<br/></li></ul></div>
Operation Manager,Hatch Asia,Singapore| Singapore,4 weeks ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/operation-manager-at-hatch-asia-2229906164?refId=99952413-0ecc-463a-b56c-0fd0f9bce3e0&position=4&pageNum=37&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5">Our Vision is to be the preferred talent partner in Asia for accurately identifying and integrating high potential talents for our clients and accomplishing career success for our candidates.Over the years we have continued to innovate and improve the way we identify and assess talents to deliver on successful talent strategies for our clients.Our Client a market leader in helping business expand into new markets while providing tailor-made solutions to support the entire value chain of product distributions.This role reports to the Director and will manage and monitor distribution center operations operating departmental budgets and costs.<br/><br/><strong> The Challenges<br/></strong><ul><li> Manage operating departmental budgets and costs according to annual allocation to ensure efficient allocation of resources where applicable</li> <li> Develop and enhance distribution center strategies policies and processes to optimize warehouse capacity enhance productivity and minimize costs</li> <li> Manage the distribution center operations to achieve the organisational goals of “on time - in full and good condition” delivery of customer orders</li> <li> Plan and manage the allocation of manpower resources based on business needs to ensure efficient distribution center operations</li> <li> Monitor the availability and reliability of infrastructure and equipment to minimize downtime and resolve problems/breakdowns immediately</li> <li> Monitor and identify operational cost drivers establish business controls and provide solutions to reduce costs and increase revenue</li> <li> Monitor distribution center operations to ensure warehouse is compliance with good documentation practice (GDP) good manufacturing practice (GMP) quality standards and local regulations</li> <li> Manage quality control measures/procedures to ensure accuracy of stocks/inventory and prevent damages in goods whether in storage or transit</li> <li> Manage root cause analysis and establish corrective actions on stocks holding product quality and trade fulfillment</li> <li> Build effective business relationships with suppliers customers government agencies and service providers</li> <li> Collaborate with internal stakeholders (e.g. Sales Business Development etc.) to develop existing and new business to maximize utilization of warehouse<br/></li></ul><strong><u>What It Takes<br/></u></strong><ul><li> Diploma/Bachelor’s degree in Supply Chain Logistics Management or related field</li> <li> 5 years of relevant experience in managing a Distribution Center</li> <li> Demonstrate in-depth understanding of distribution center distribution and transportation</li> <li> Proven hands-on experience in warehousing inventory management pick and pack functions</li> <li> Demonstrate strong appreciation of customer service requirements and commitment</li> <li> Proven experience and know-how in cost efficiency/reduction and productivity improvement initiatives<br/></li></ul></div>
Operation Manager,REDZ PTE. LTD.,Singapore| Singapore,4 days ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/operation-manager-at-redz-pte-ltd-2218924315?refId=99952413-0ecc-463a-b56c-0fd0f9bce3e0&position=5&pageNum=37&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><ul><li>Responsible for the business performance of all outlets</li> <li>Analyze restaurant sales and profitability</li> <li>Responsible for developing and maintaining high standards relating to customer service product quality and cleanliness</li> <li>Ensure the smooth day-to-day operation of all outlets</li> <li>Ensure all operations are in accordance with company’s SOPs and safety and health standards</li> <li>To forecast the manpower needs and oversee the manpower deployment to ensure smooth outlet operations</li> <li>Serve as leadership role model to supervise and motivate outlet staff</li> <li>Manage and resolve staff grievances and disciplinary matters</li> <li>Oversee outlet and equipment maintenance</li> <li>Responsible for setting up of new outlets and other adhoc projects</li> <br/><br/></ul><strong><u>Requirements<br/></u></strong><ul> <li>Minimum Diploma</li> <li>At least 2 years of relevant managerial experience</li> <li>Possess strong analytical and good problem solving skills</li> <li>Strong interpersonal and people management skills</li> <li>Highly meticulous and have an eye for details</li> <li>Willingness to work shifts/weekends/evenings to support outlet operations</li></ul></div>
Operation Manager,REDZ PTE. LTD.,Singapore| Singapore,4 days ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/operation-manager-at-redz-pte-ltd-2218920687?refId=99952413-0ecc-463a-b56c-0fd0f9bce3e0&position=6&pageNum=37&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><ul><li>Responsible for the business performance of all outlets</li> <li>Analyze restaurant sales and profitability</li> <li>Responsible for developing and maintaining high standards relating to customer service product quality and cleanliness</li> <li>Ensure the smooth day-to-day operation of all outlets</li> <li>Ensure all operations are in accordance with company’s SOPs and safety and health standards</li> <li>To forecast the manpower needs and oversee the manpower deployment to ensure smooth outlet operations</li> <li>Serve as leadership role model to supervise and motivate outlet staff</li> <li>Manage and resolve staff grievances and disciplinary matters</li> <li>Oversee outlet and equipment maintenance</li> <li>Responsible for setting up of new outlets and other adhoc projects</li> <br/><br/></ul><strong><u>Requirements<br/></u></strong><ul> <li>Minimum Diploma</li> <li>At least 2 years of relevant managerial experience</li> <li>Possess strong analytical and good problem solving skills</li> <li>Strong interpersonal and people management skills</li> <li>Highly meticulous and have an eye for details</li> <li>Willingness to work shifts/weekends/evenings to support outlet operations</li></ul></div>
Assistant Operations Manager,ARYA BHAVAN RESTAURANT PTE. LTD.,Singapore| Singapore,2 weeks ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/assistant-operations-manager-at-arya-bhavan-restaurant-pte-ltd-2203903313?refId=99952413-0ecc-463a-b56c-0fd0f9bce3e0&position=7&pageNum=37&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5">He must be able to oversee every section of the company<br/><br/>He is the in charge of the overall supervision an entire organization<br/><br/>Most of the time he is required to attend meetings than staying in front of the computer<br/><br/>must be able to make decisions sometimes quickly based on available information<br/><br/>should be able to convey complex thoughts and processes clearly and concisely<br/><br/>also able to build a diverse team with different talents and personalities<br/><br/><strong><u>Job Requirements<br/><br/></u></strong>Bachelor degree<br/><br/>2+ years in administrative management<br/><br/>Proficient in Microsoft Office Suite<br/><br/>Project management experience<br/><br/>Budgeting and financial reporting experience<br/><br/>Contract management experience<br/><br/>Strong communication skills both written and verbal</div>
Operation Manager,COTE MI NAM PTE. LTD.,Singapore| Singapore,4 days ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/operation-manager-at-cote-mi-nam-pte-ltd-2218796108?refId=99952413-0ecc-463a-b56c-0fd0f9bce3e0&position=8&pageNum=37&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><ul><li>Responsible for the business performance of all outlets</li> <li>Analyze restaurant sales and profitability</li> <li>Responsible for developing and maintaining high standards relating to customer service product quality and cleanliness</li> <li>Ensure the smooth day-to-day operation of all outlets</li> <li>Ensure all operations are in accordance with company’s SOPs and safety and health standards</li> <li>To forecast the manpower needs and oversee the manpower deployment to ensure smooth outlet operations</li> <li>Serve as leadership role model to supervise and motivate outlet staff</li> <li>Manage and resolve staff grievances and disciplinary matters</li> <li>Oversee outlet and equipment maintenance</li> <li>Responsible for setting up of new outlets and other adhoc projects</li> <br/><br/></ul><strong><u>Requirements<br/></u></strong><ul> <li>Minimum Diploma</li> <li>At least 2 years of relevant managerial experience</li> <li>Possess strong analytical and good problem solving skills</li> <li>Strong interpersonal and people management skills</li> <li>Highly meticulous and have an eye for details</li> <li>Willingness to work shifts/weekends/evenings to support outlet operations</li></ul></div>
OPERATIONS COORDINATOR,183 CENTRAL FOODCOURT PTE. LTD.,Singapore| Singapore,1 week ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/operations-coordinator-at-183-central-foodcourt-pte-ltd-2209867654?refId=99952413-0ecc-463a-b56c-0fd0f9bce3e0&position=9&pageNum=37&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><ul><li>PREPARE SCHEDULE</li><li> OVERSEE DAY TO DAY OPERATION</li><li> MAKE SUCH THE ALL OPERATION IS IN ORDER</li><li> ABLE TO DO ADMINISTRATION WORKS</li></ul></div>
Operation Manager,COTE MI NAM PTE. LTD.,Singapore| Singapore,4 days ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/operation-manager-at-cote-mi-nam-pte-ltd-2218794480?refId=99952413-0ecc-463a-b56c-0fd0f9bce3e0&position=10&pageNum=37&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><ul><li>Responsible for the business performance of all outlets</li> <li>Analyze restaurant sales and profitability</li> <li>Responsible for developing and maintaining high standards relating to customer service product quality and cleanliness</li> <li>Ensure the smooth day-to-day operation of all outlets</li> <li>Ensure all operations are in accordance with company’s SOPs and safety and health standards</li> <li>To forecast the manpower needs and oversee the manpower deployment to ensure smooth outlet operations</li> <li>Serve as leadership role model to supervise and motivate outlet staff</li> <li>Manage and resolve staff grievances and disciplinary matters</li> <li>Oversee outlet and equipment maintenance</li> <li>Responsible for setting up of new outlets and other adhoc projects</li> <br/><br/></ul><strong><u>Requirements<br/></u></strong><ul> <li>Minimum Diploma</li> <li>At least 2 years of relevant managerial experience</li> <li>Possess strong analytical and good problem solving skills</li> <li>Strong interpersonal and people management skills</li> <li>Highly meticulous and have an eye for details</li> <li>Willingness to work shifts/weekends/evenings to support outlet operations</li></ul></div>
Operations Manager,Prevost,Singapore| Singapore,1 week ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/operations-manager-at-prevost-2229906133?refId=99952413-0ecc-463a-b56c-0fd0f9bce3e0&position=11&pageNum=37&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5">Service Market Logistics (SML) is a global organization within UD Trucks that provides end-to-end supply chain to service market business of all brands within UD Trucks. SML covers key processes from the inbound flow of spare parts from suppliers to warehousing parts and the distribution of parts to end customers through dealers. The organization is head quartered in Japan and globally active delivering world-class operational excellence for our customers based on smart logistics solutions we have. Our job is to develop manage and optimize the service market supply chain for all brands and stakeholders.<br/><br/>Our Organization gives you a good opportunity to understand how UD Trucks works from supplier to customer. We strive for an innovative and attractive workplace exercising the UD Trucks values with high focus on customer success. With us you can push your own professional skills and drive change together with committed people. We are in an exciting transformation phase – come learn and create a new future together with us!<br/><br/><strong> THE POSITION</strong> <strong> – Operation Manager CDC Singapore Service Market Logistics UD Trucks<br/><br/></strong>is a key Leadership position responsible for complete warehouse operation and service center such that there is continuous improvement in efficiency quality &amp; customer success. This with strong focus on developing people processes tools working environment and an inclusive culture that can meet or exceed current and future customers demands and legislation within UD Trucks Standards and also Industry benchmarks.<br/><br/>The position is reporting to Director – Overseas Operations SML UD Trucks and is based in Singapore.<br/><br/><strong> YOUR MISSION</strong> <li> Drive optimization in Warehouse Operations with end2end Supply Chain Value in line with UD Trucks Supply Value Chain</li> <li> Drive optimization in the Service Center Function which involves working with a wide span of activities ranging from order-management customer satisfaction management handling of service deviations Outbound Transportation Performance and general administrative tasks.</li> <li> To provide efficient Service Market Logistics Services to the distribution network and drive a culture of continuous improvement which requires learning and development in everything one does.</li> <strong> YOUR ROLES AND RESPONSIBILITIES</strong> <li> Accountability and optimization of performance for all warehouse operational processes related to Distribution Center</li> <li> Manage operational internal interfaces and external customer demands having efficient communication and relationships to ensure needs of our organization and customers are met.</li> <li> Develop recommend and implement improvements in the internal materials handling and administrative processes to improve quality customer service lead-time productivity and cost efficiency.</li> <li> Develop recommend and implement improvements in the service request handling and administrative processes to improve quality customer service lead-time productivity and cost efficiency.</li> <li> Manage operational internal interfaces and external customer demands having efficient communication and relationships to ensure needs of our organization and customers are met.</li> <li> Compliance to Internal/ External Audits without any non- conformance and ensuring adherence to systems and processes with respect to Audit Standards</li> <li> Develop an engaged and inclusive organization through the insistence on and the application of the UD Trucks Values</li> <li> Provide Leadership direction to operation team and support matters including being responsible for healthy safe working environment and cordial employee relations at the warehouse and continuously drive for better employee engagement</li> <li> That location maintenance is completed on an ongoing basis ensuring spare parts are located in optimal positions for timely and effective binning and picking</li> <li> Manage the investigations of dealer discrepancy claims and nil picks with actionable recommendations on findings securing a reduction in these occurrence’s</li> <strong> YOUR CRITICAL COMPETENCIES FOR THE POSITION</strong> <li> The Role Holder need to have extensive experience in Logistics Operational processes and experience Supply Chain processes (production and/or aftermarket) and tools as well as a strong understanding of business challenges in an international environment. The Role Holder to have documented experience in Warehouse management. </li> <li> The Role Holder is working or worked in a group that values quality safety environment diversity and respect for the individual the person will hold strong personal credibility integrity and creativity. Daily work includes problem-solving abilities and a good understanding of the people management</li> <li> The Role Holder is skilled in coaching and developing team members having a very good interpersonal relations and organizational development mindset.</li> <li> The Role Holder has cross functional mindset and is a strong communicator having good influencing skills also able to create trusting relationships in spite of cultural differences and geographical distance </li> <li> The Role Holder has strong interpersonal skills with a high degree of ‘flexibility’ including the ability to network effectively across the Company and to build enduring relationships across functional areas and geographical areas.</li> <li> The Role Holder has significant change management experience and demonstrated ability to set demanding targets and to motivate teams and individuals to deliver outside their comfort zones whilst further developing an excellent working climate and atmosphere in alignment with the UD Trucks Values and the Code of Conduct.</li> <strong> YOUR QUALIFICATION</strong> <li> University/ Master Degree or equivalent and also preferably in engineering/ logistics/ business</li> <li> At least 5 Yrs of relevant experience in the field of service market operations and Lean Leadership with regional / global exposure. Overall of 10 Yrs + work experience needed</li> <li> Fluent in English is must and other languages are beneficial </li> <li> Digital experience with high proficiency in MS Office applications</li> Work Location: Penjuru Singapore</div>
Operations Executive,CULTURED GREENS PTE. LTD.,Singapore| Singapore,3 weeks ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/operations-executive-at-cultured-greens-pte-ltd-2207048011?refId=99952413-0ecc-463a-b56c-0fd0f9bce3e0&position=12&pageNum=37&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><strong><u>Responsibilities<br/><br/></u></strong>The roles and responsibilities of an Operation Executive have been listed below:<br/><ul> <li>Individuals working as an Operations Executive need to communicate with the higher management to prepare a strategy for operations to run efficiently.</li> <li>You also need to assist in developing long term plans to achieve the goals and objectives which are already set.</li> <li>They are also burdened with managing the company's commercial operations and various expenses and budget.</li> <li>An Operation Executive also keeps a check on the performance of the operations of both internal service providers and external service providers.</li> <li>They also monitor the condition of the facility and keep a check on the environmental performance and give suggestions or approve funds or plans for spending.</li> <li>One of the most important tasks is to provide them with a work environment which is favorable for high work productivity.</li> <li>Apart from this they should also monitor the every performance metrics and they should receive and respond to approvals and notifications on a regular basis.</li> <br/><br/></ul><strong><u>Requirements<br/></u></strong><ul> <li>Min Diploma in Management/Business &amp; Administaration</li> <li>Min 1 year of experience in Manufacturing Management</li> <li>Possess strong leadership and management skill set</li> <li>Possess strong verbal written skill</li> <li>Energetic and ability to think laterally with reasoned decision making</li> <br/></ul>Other Information<br/><br/>Location: West<br/><br/>Alternate Saturday off</div>
Operations Manager,ARYA BHAVAN RESTAURANT PTE. LTD.,Singapore| Singapore,2 weeks ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/operations-manager-at-arya-bhavan-restaurant-pte-ltd-2203901626?refId=99952413-0ecc-463a-b56c-0fd0f9bce3e0&position=13&pageNum=37&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5">Ensuring company policies are followed.<br/><br/>Optimizing profits by controlling costs.<br/><br/>Hiring training and developing new employees.<br/><br/>Resolving customer issues to their overall satisfaction.<br/><br/>Maintaining an overall management style that follows company best practices.<br/><br/>Providing leadership and direction to all employees.<br/><br/>Ensuring product quality and availability.<br/><br/>Preparing and presenting employee reviews.<br/><br/>Working closely with the store manager to lead staff.<br/><br/>Overseeing retail inventory.<br/><br/>Assisting customers whenever necessary.<br/><br/>Organizing employee schedule.<br/><br/>Ensuring that health safety and security rules are followed.<br/><br/>Taking disciplinary action when necessary.<br/><br/>Ensuring a consistent standard of customer service.<br/><br/>Motivating employees and ensuring a focus on the mission.<br/><br/>Completing tasks assigned by the general manager accurately and efficiently.<br/><br/>Supporting Maintaining merchandise and a visual plan.<br/><br/>Maintaining stores to standards including stocking and cleaning.<br/><br/>management as needed.<br/><br/><strong><u>Job Requirements<br/><br/></u></strong>2+ years retail experience in a leadership capacity (e.g. management shift leader etc.)<br/><br/>Bachelor’s degree or equivalent experience<br/><br/>Familiarity with fashion trends and styles<br/><br/>Ability to effectively train and motivate sales associates<br/><br/>Excellent organizational problem-solving project management and communication skills Willingness to show leadership and guidance from the floor</div>
Operations Executive,Sendhelper,Singapore| Singapore,1 month ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/operations-executive-at-sendhelper-2214152690?refId=99952413-0ecc-463a-b56c-0fd0f9bce3e0&position=14&pageNum=37&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><li>Responsibilities<br/><br/></li>Customer Experience Management<br/><br/>Respond to customer enquiries (via phone and email) and feedback to continuously improve product &amp; service quality<br/><br/>Work closely with the technical team to improve the product features<br/><br/>Collect and collate feedback and suggestions from customers on improving the app and service quality and recommend it to the management for implementation<br/><br/>Prepare customer communication material on a regular basis<br/><br/><li> Requirements<br/><br/></li>Work days: Wednesday to Sunday<br/><br/>Excellent communication skills in English both written and spoken. Ability to speak Mandarin is advantageous.<br/><br/>High level of energy and a sociable personality<br/><br/>Passionate about people operations and customer success<br/><br/>Entrepreneurial spirit<br/><br/>Competitive salary offered<br/><br/>Singaporean or PR only</div>
operations executive,KING WAY TRADINGS PTE. LTD.,Singapore| Singapore,4 days ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/operations-executive-at-king-way-tradings-pte-ltd-2218924262?refId=99952413-0ecc-463a-b56c-0fd0f9bce3e0&position=15&pageNum=37&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><strong><u>Job Description<br/></u></strong><ul> <li>Operations Executive express their operations strategies and objectives to make sure that the company which they are working for reaches its target and operates effectively.</li> <li>Assisting various other higher executives and also the owner of the company or may be the company's Board Of Directors.</li> <li>They might also be given the responsibility for the complete operations of a small business.</li> <li>Professionals doing an Operations Executive job is largely responsible for that particular part of the workplace that instantly manages the entire operations and also looks after the maintenance of equipment and facilities.</li> <li>Has to report to various parts of the organization in which he or she works at like Chief Operations Officer Facilities Executive etc but he or she normally has direct access to the higher management.</li> <br/><br/></ul><strong><u>Responsibilities<br/><br/></u></strong>The roles and responsibilities of an Operation Executive have been listed below:<br/><ul> <li>Individuals working as an Operations Executive need to communicate with the higher management to prepare a strategy for operations to run efficiently.</li> <li>You also need to assist in developing long term plans to achieve the goals and objectives which are already set.</li> <li>They are also burdened with managing the company's commercial operations and various expenses and budget.</li> <li>An Operation Executive also keeps a check on the performance of the operations of both internal service providers and external service providers.</li> <li>They also monitor the condition of the facility and keep a check on the environmental performance and give suggestions or approve funds or plans for spending.</li> <li>One of the most important tasks is to provide them with a work environment which is favorable for high work productivity.</li> <li>Apart from this they should also monitor the every performance metrics and they should receive and respond to approvals and notifications on a regular basis.</li></ul></div>
Regional Business Operations Associate,Glints,Singapore| Singapore,2 days ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/regional-business-operations-associate-at-glints-2225389675?refId=99952413-0ecc-463a-b56c-0fd0f9bce3e0&position=16&pageNum=37&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5">Our Mission<br/>At Glints we are building The #1 full stack tech-enabled career development and human resource ecosystem in Greater Southeast Asia. Our product offering spans across early career discovery continuous skills development and tech enabled local and cross border recruitment.<br/><br/>Glints’ Growth Story by Numbers<br/>Used tech-enabled approach to connect 1 Million+ candidates to their next dream opportunities supported 30000+ companies find great talent achieved double digit enhancements in recruiter efficiency and raised US$10M+ from best venture investors in Asia.<br/><br/>We’re on the look for a Regional Business Operations Associate to join our Business Ops team to help grow that mission in Asia.<br/><br/>Why you should join us:<br/>You will become a part of an exciting fast-growing tech startup in Southeast Asia poised to become the leader of the Edutech and HRTech space in the region. You will have a great influence on our product or the processes and get the chance to work with a driven team backed by experienced investors and advisors in the region. You will also be directly exposed to the fastest growing emerging markets in the region (Indonesia Vietnam Philippines etc.).<br/><br/>What you’ll be doing:<br/>You will be the second hire on the newly established Regional Business Operations team and will have the potential to shape the team’s growth and strategy. You will work directly with our Regional Business Operations &amp; Partnerships lead a former Stanford MBA with operational experience across global education venture capital investing and tech startups. The position will offer significant opportunities for exposure to executive-level decision making.<br/><br/><ul><li>Build data dashboards for business units to analyze their operational metrics in real-time; synthesize business intelligence to provide critical insights</li><li>Support business unit leads to proactively identify operational problems then develop and execute systems and processes to solve them</li><li>Deep-dive into core business processes to understand pain points and implement solutions</li><li>Support the creation of regional playbooks to ensure consistency and best practice as we scale</li><li>Support special projects and partnerships<br/><br/></li></ul>This role may be a good fit for you if…<br/><br/><ul><li>You have a passion to learn a business from the inside out and propel its growth</li><li>You excel at critically analyzing large quantities of data and distilling these into actionable insights to drive business results</li><li>You are process and systems-oriented </li><li>You love data analysis but equally enjoy rolling up your sleeves and driving execution </li><li>You have the ability to work with a high degree of urgency without sacrificing attention to detail</li><li>You thrive working cross-functionally and are comfortable managing various workstreams simultaneously</li><li>You are a people person who cares about supporting others </li><li>You’re a strong communicator who can clearly articulate analytical findings<br/><br/></li></ul>Qualifications:<br/><br/><ul><li>Bachelor’s Degree</li><li>1-3 years experience as Operations Associate Business Analyst Data Analyst or in similar role</li><li>This role is open to Singapore or Remote (APAC region)</li><li>Must-haves:<br/><ul><li>Self-starter </li><li>Strong analytical and problem-solving skills</li><li>Strong people skills </li><li>Strong excel modeling skills</li></ul></li><li>Nice to haves:<br/><ul><li>Data analytics &amp; visualization skills (SQL database experience (e.g. metabase) google data studio)</li><li>Previous management consulting experience <br/></li></ul></li></ul>Since we’ve started we’ve had a clear mission: realizing human potential. We empower people to build their dreams by helping them hire the right people. Also we help people join the right rocketship that will improve their lives. We have impacted many lives but there’s still plenty to do and we can’t do it alone. Learn us more here: https://drive.google.com/file/d/1Vxc0Is09VBqaGBCkykRXdRXV9A7QBlC4/view<br/><br/>Powered by JazzHR<br/><br/>0f3JqKaeJE</div>
