Job Title,Company Name,Country,When Posted,No. of Applicants,Hyperlink,Job Description
Manager| Regional Business Analyst for Customer Care AI Products,Lazada,Singapore| Singapore,2 weeks ago,100 applicants,https://sg.linkedin.com/jobs/view/manager-regional-business-analyst-for-customer-care-ai-products-at-lazada-2175498806?refId=e106a542-bcc2-4794-8ed6-e2e6c6952081&position=23&pageNum=14&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><p>Lazada Chatbots leverage on the technology capabilities of the Alibaba Group’s Intelligent Services Platform with a strong focus on enhancing customer experience using AI. Using AI technologies our chatbots alleviates huge volume of service demands from our consumers.</p><p><br/></p><p>The platform is widely used in the Alibaba ecosystem across different business units including Taobao TMall as well as other logistics and travel lines of business. With a SAAS model and smart application of the Alime Beebot applications these AI products have become a core strategy in meeting growing demands in service and automation.</p><p><br/></p><p>Reporting to the Customer Care Program manager The AI Trainer’s job is to improve AI products’ customer experience.</p><p><br/></p><p>You will be responsible for :</p><p><br/></p><p>•      Applying data analysis techniques to analyze logs and user feedback to improve the coverage resolution rate and customer satisfaction of AI products</p><p><br/></p><p>•      Combine business knowledge and customer use cases to provide the best possible resolution fitting customer needs</p><p><br/></p><p>•      Participate in algorithm model building and optimizing customer experience monitoring key indicators and evaluation metrics to maintain the chatbots</p><p><br/></p><p>•      Collaborating closely with the R&amp;D team particularly algorithms engineers and product managers to improve user interaction of AI products</p><p><br/></p><p>•      Connecting technology products operations and other teams to drive for business changes</p><p><br/></p><p>•      AI trainer leaders may have additional responsibilities of managing training and mentoring AI trainers</p><p>•      Improve key indicators and coverage of the AI products</p><p><br/></p><p>•      Improve customer satisfaction of AI products</p><p><br/></p><p>•      Ensure high quality data annotation and knowledge</p><p><br/></p><p> </p><p><br/></p><p>Key Requirements:</p><p><br/></p><p>•   Strong business knowledge: 2+ years of customer service experience in e-commerce retail operations</p><p><br/></p><p>•   Data analysis skills: Logical thinking and understanding of scientific methods for data acquisition and the ability to discover key issues quickly</p><p><br/></p><p>•   Problem solving skills: Ability to review service strategy and formulate solutions for proactive service strategy.</p><p><br/></p><p>•   Strong empathy and focus on customer experience and satisfaction </p><p><br/></p><p>•   Good communication and collaboration skills.</p><p><br/></p><p>•   Prior customer service experience in E-commerce or Retail operations for more than 2 years with a strong understanding of how to operate in a seller environment will be preferred</p><p><br/></p><p>•   Prior experience in data analysis and project management</p><p><br/></p><p>•   Strong interest and belief in AI technology</p><p><br/></p><p>•   Basic SQL skills preferred</p><p></p></div>
Data Analyst with ETL Background ,Hexaware Technologies,Singapore| Singapore,4 weeks ago,Over 200 applicants,https://sg.linkedin.com/jobs/view/data-analyst-with-etl-background-at-hexaware-technologies-2151269619?refId=e106a542-bcc2-4794-8ed6-e2e6c6952081&position=24&pageNum=14&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><p>We are hiring Data Analyst with ETL background @ Singapore. If interested please apply with us:</p><p><br/></p><p>Employment Type : Contract </p><p>Experience Range : 5+ Years </p><p>Location : Singapore </p><p><br/></p><p><strong>JD :</strong></p><p><strong>Skills Required:</strong></p><p>·        Understanding of the fiduciary services market and experience in client data migrations preferred</p><p>·        Delivery experience in all phases of the end to end Data Migration life cycle</p><p>·        Able to work alone or as a team player across the wider delivery team </p><p>·        Data Mapping delivery</p><p>·        Flexibility with regards to travel and working hours </p><p>·        Able to work to tight deadline and against challenging timescales.</p><p>·        Possess good English communication skills both written and oral be able to articulate technical concepts to business users.</p><p>·        Excellent analytical thinking and problems solving ability.</p><p>·        Demonstrated ability to learn and understand complex software tools and data models.</p><p>Minimum of 4 years’ experience as a business analyst involved in large data migration programs</p><p><br/></p><p><strong>Roles &amp; Responsibilities :</strong></p><ul><li>To determine the required fields and ensure data completeness.</li><li>Assist in identifying the data cleaning &amp; validation rules</li><li>Lead data review workshops and support business in the review and validation of these rules and any design documents</li><li>Continuously validate data sets with Business and work with data central team(DCT) to adapt the cleaning &amp; validation rules as required</li><li>Regularly extract data from all 3 systems and review to interpret and profile source data and analyse results using statistical techniques</li><li>Acquire and analyse data from all data sources to create accurate ETL (Extract Transform Load) processes</li><li>Create and circulate for sign-off all mapping and transformation design documents</li><li>Support the DCT and Technology team in the design and testing of ETL processes</li><li>Support testing of migrated data and provide data and analysis through all testing phases</li><li>Create reconciliation routines to track data as it migrates through the migration life cycle</li><li>Support business with the analysis and resolution of defects and identify data quality issues</li><li>Support with reporting Actions Assumptions Risks Issues Decisions Constraints</li><li>Ensure all Requirements Design Interface and Output Documents are delivered on time</li></ul><p>Support the Design Authority on End to End solution ensuring all Data Migration design documents are delivered on time and in line with the overall functional solution</p></div>
Global Risk Process Management & Optimization - Senior Business Analyst and Project Manager,Citi,Singapore| Singapore,3 weeks ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/global-risk-process-management-optimization-senior-business-analyst-and-project-manager-at-citi-2211915478?refId=e106a542-bcc2-4794-8ed6-e2e6c6952081&position=25&pageNum=14&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><strong><u>Key Responsibilities<br/><br/></u></strong>Work with Business and Technology partners to provide solutions in client monitoring process<br/><br/>Investigate user needs and suggest possible solutions. Suggest data sources and streamlined monitoring process flow to automate Early Warning processes to recognize deterioration in credit risk at early stages. Ensure that decisions taken have the backing of all interested parties. Ensure delivery of tools which result in higher productivity and better control environment.<br/><br/>Lead the adaptation of CitiRisk Commercial EW tool in all regions and across all relevant businesses (including CCB SBB ICG GCG CPB).<br/><br/>Manage key business relationships effectively including managing expectations about delivery timelines<br/><br/>Partner in delivery and implementation of all projects assigned related to CitiRisk Commercial Early Warning Platform including but not limited to: assist business with scoping out concepts/ideas and defining benefits of change; define business requirements for change; identify business impact of change; identify business tasks to support change implementation<br/><br/>Interact with business users to deliver good working practices and tools<br/><br/>Implement changes in processes and policy related to Early Warning across the businesses.<br/><br/>Provide training required to the users to ensure that the system functionality is used effectively.<br/><br/>Discuss all new major Early Warning business requirements with CitiRisk Program Manager and the project sponsors and agree a framework for the projects.<br/><br/>Partner with Technology and Business teams for project specification and delivery.<br/><br/>Work with all levels of business and technology users to ensure transitioning local processes and adaptation of global EW model<br/><br/>Ensure that the Requirements and User Testing cycles are complete and all issues addressed with expected timelines deviations and action plans documented and agreed with all users.<br/><br/>Coordinate testing activities<br/><br/>Participate in regular meetings with the Steering Committee and Risk Technology. Ensure that business requirements are prioritized correctly.<br/><br/><strong><u>Development Value<br/><br/></u></strong>The position provides opportunities to interact across Credit Risk Management Business and Risk Technology staff. It will give the candidate a chance to broaden their knowledge of lending processes credit risk systems suggest and implement good working practices and keep up with regulatory requirements and policy changes.<br/><br/><strong><u>Knowledge And Experience<br/><br/></u></strong>Data management and analytical experience<br/><br/>Knowledge of banking and lending processes<br/><br/>Knowledge of financial analysis and accounting<br/><br/>Previous change management experience proven track record in managing in rapidly changing environments<br/><br/>Knowledge of Citi banking systems supporting the business processes is an advantage<br/><br/>Experience in monitoring processes working with different internal and external partners including client Business Operations Technology<br/><br/>Work with complex systems with lots of integration points and keeping a mindful of all ends<br/><br/>Should have good knowledge of Microsoft office tools and data base concepts<br/><br/>Experience in doing Requirement Gathering ability to interpret business requirements for the purpose of liaising with Technology teams<br/><br/><strong><u>Skills<br/><br/></u></strong>Excellent analytical and data management skills<br/><br/>Strong written and verbal communication and interpersonal skills.<br/><br/>Think creatively ability to place substance over form<br/><br/>Maintain and improve sound business processes while working in a dynamic cross-cultural team environment<br/><br/>Work independently handle multiple tasks simultaneously<br/><br/>Ability to motivate teams to deliver results within tight timeframes and simultaneously manage several projects. Ability to participate in and facilitate group meetings<br/><br/>Business partnering team building and influence management skills<br/><br/><strong><u>Qualifications<br/><br/></u></strong>Degree or post-graduate Qualification:<br/><br/>MBA/Masters/PhD/Finance/Accountancy/Other<br/><br/>Exceptional candidates who do not meet these criteria may be considered for the role provided they have the necessary skills and experience.<br/><br/><strong><u>Competencies<br/><br/></u></strong>Strong service orientation and client focus<br/><br/>Ability to handle multiple projects and work under pressure to challenging deadlines<br/><br/>Ability to work with little supervision and work well in the team<br/><br/>Proactive diligent and dynamic. Able to identify and resolve issues and manage conflicts quickly and effectively<br/><br/>Attention to detail<br/><li><br/></li><strong><u>Job Family Group<br/><br/></u></strong>Risk Management<br/><li><br/></li><strong><u>Job Family<br/><br/></u></strong>Regulatory Risk<br/><li><br/></li><strong><u>Time Type<br/><br/></u></strong>Full time<br/><li><br/></li>Citi is an equal opportunity and affirmative action employer.<br/><br/>Qualified applicants will receive consideration without regard to their race color religion sex sexual orientation gender identity national origin disability or status as a protected veteran.<br/><br/>Citigroup Inc. and its subsidiaries ("Citi”) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity review<br/><br/>Accessibility at Citi<br/><li><br/></li>View the "<br/><br/>EEO is the Law<br/><br/>" poster. View the<br/><br/>EEO is the Law Supplement<br/><li><br/></li>View the<br/><br/>EEO Policy Statement<br/><li><br/></li>View the<br/><br/>Pay Transparency Posting</div>
Analyst - Cloud Engineering - SG,Deloitte Southeast Asia ,Singapore| Singapore,4 weeks ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/analyst-cloud-engineering-sg-at-deloitte-southeast-asia-2205234575?refId=ad1ed306-30ce-44fb-9582-cb99e418b5ed&position=1&pageNum=15&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5">At Deloitte we offer a unique and exceptional career experience to inspire and empower talents like you to make an impact that matters for our clients people and community. Deloitte offers you a highly inclusive collaborative workplace and unrivalled opportunities to realize your full potential. We are always looking for people with the relentless energy to push themselves further and to find new avenues and unique ways to reach our shared goals.<br/><br/><strong> Work you will do <br/><br/></strong><strong><u>You Will<br/><br/></u></strong>As an Analyst within Cloud Engineering team you are part of a team of creative visionary minds of many disciplines who put future-forward thinking into projects that push the edges of technology to support the change of our clients. You will establish and nurture positive working relationships with teams and clients with the intention to exceed client expectations.<br/><ul> <li> You will perform primary and secondary research conduct analyses and appropriate modelling tasks that feeds directly into the development of technology-enabled solutions for tackling our clients’ complex business problems. </li> <li> You will leverage on your training in technology utilize analytical abilities and communication skills to support the project teams in delivery of our digital solution architectures and in development of work products that addresses our clients’ business needs and help achieve their strategic goals. </li> <li> You will support the project teams in developing presentation materials and in coordination of communications with the client. </li> <li> You will assist the project teams in delivery of business-driven technology-enabled solutions to help our clients meet pressing challenges and seize opportunities in their respective markets. </li> <li> You will work with diverse and talented project team members to solve problems improve performance and generate value for our clients across all industries. </li> <li> You will uphold the firm’s standards and ethos in working with fellow team members and in your interactions with the clients. </li> <li> You will support business development efforts by contributing directly to the preparation development of proposals presentations and publications. </li> <br/><br/></ul><strong><u>If You Are Someone With<br/><br/></u></strong><strong> Enough about us let's talk about you <br/></strong><ul> <li> A good honors Degree preferably at postgraduate level in Information Technology Business Information Systems Business Engineering Mathematics or related disciplines. </li> <li> Analyst will require a minimum of 2 years of experience in solution architecture covering three or more of API/Microservices &amp; integration analytics and deployment. </li> <li> Understanding of current IT trends </li> <li> Strong analytical skills excellent oral and written communication skills in English be self-motivated and be able to work in stressful situations with changing priorities </li> <li> Excellent problem solving skills ability to think out-of-the-box work under pressure and tight project timelines </li> <li> Drive tenacity client focused and results oriented </li> <li> Proven demonstration of sound business acumen teamwork and leadership qualities. </li> <li> Willingness to work outside of office base and most of all… </li> <li> An appreciation of the consulting lifestyle and ability to travel (both locally and abroad) is a pre-requisite to fit to our short-term and long-term project assignment. </li> <br/></ul><strong> Next Steps <br/><br/></strong>So what are you waiting for? Join the winning team now.<br/><br/><strong> Due to volume of applications we regret only shortlisted candidates will be notified. <br/><br/></strong>Requisition ID: 21741<br/><br/>In Singapore the services are provided by Deloitte and other related entities in Singapore("Deloitte in Singapore") which are affiliates of Deloitte Southeast Asia Ltd. Deloitte Southeast Asia Ltd is a member firm of Deloitte Touche Tohmatsu Limited. Deloitte in Singapore which is within the Deloitte Network is the entity that is providing this Website.</div>
Business Analyst (Derivatives & Solutions),Synechron,Singapore| Singapore,4 days ago,158 applicants,https://sg.linkedin.com/jobs/view/business-analyst-derivatives-solutions-at-synechron-2222548575?refId=ad1ed306-30ce-44fb-9582-cb99e418b5ed&position=2&pageNum=15&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><p>Synechron partners with leading financial services institutions ranging from banks to asset managers to insurance companies successfully delivering large scale change and transformation programmes.</p><p>Our employees are at the heart of driving that change. We are always on the look-out for ambitious talent to add to our existing group of dedicated innovators experts thinkers and doers. </p><p><br/></p><p>The Team at Synechron is seeking a Business Analyst to work within one of our banking client's Derivatives &amp; Solutions team alongside their wider BA team in IT Development &amp; QA teams both locally and globally. In addition this candidate will be working closely with global business stakeholders to elicit and review requirements.</p><p><br/></p><p><strong>The role responsibilities:</strong></p><ul><li>understand the business demands determining required IT business solutions and assist in implementing them</li><li>conduct requirements-gathering activities like evaluating services using a variety of internal and external data and conducting end user interviews</li><li>identify people and systems impacted by functional and non-functional requirements</li><li>reconcile requirements with different global stakeholders</li><li>Document AS-IS and TO-BE processes and business requirements documents</li><li>Ability to structure and breakdown complex or large business demands into smaller well defined features that can be implemented by Dev teams</li><li>Deliver complete consistent and accurate business analysis artefacts</li><li>Oversee quality control and project management</li></ul><p><br/></p><p><strong>Requirements of experience and skills:</strong></p><ul><li>experience of working in the financial services industry specifically in Equity Derivatives at an Investment Bank</li><li>experience applying business analysis techniques</li><li>experience of defining and implementing process changes</li><li>the ability to interpret a set of technical requirements and develop robust solutions</li><li>an understanding of the software development lifecycle</li><li>experience of working in both a Waterfall and Agile delivery environment</li><li>strong analytical and problem-solving skills</li><li>Strong verbal and written communication skills</li></ul><p><br/></p><p><strong>Nice to have:</strong></p><ul><li>passionate about supporting the development of quality IT systems and applications</li><li>technically savvy with an appreciation for IT capability</li><li>adaptable able to work across teams regions and functions</li></ul><p><br/></p><p><strong><u>What are the benefits?</u></strong></p><ul><li>Being part of an ambitious global company driven by a strong futuristic and client-centric vision with an entrepreneurial spirit by contributing to our mission</li><li>A people-orientated culture of excellence and compassion supported by focus on strong career development performance management and robust coaching and mentoring support processes</li><li>Support from and participation in Engagement groups such as Corporate and Social Responsibility (CSR) Women in Business LGBTQ and Wellness</li><li>A fun international environment coupled with an open-door culture</li></ul><p><strong> </strong></p><p><strong>Synechron: Embrace opportunity cultivate change accelerate digital.</strong></p><p><br/></p><p>Please submit your applications to<strong> careers.apac@synechron.com</strong></p></div>
Business Analyst (Human Resources)| Group Operations & Technology,OCBC Bank,Singapore| Singapore,1 day ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/business-analyst-human-resources-group-operations-technology-at-ocbc-bank-2210724281?refId=ad1ed306-30ce-44fb-9582-cb99e418b5ed&position=3&pageNum=15&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><strong>Description</strong><li> Act as a SME in the respective domains with sufficient knowledge to interact solicit requirements and advise senior-level business users<br/></li><li> Work very closely with business users and project team members on solutioning/project initiation implementation and post-implementation support</li><li> Lead solutioning effort and help develop compelling and innovative solutions while complying with existing standards guidelines and processes</li><li> Perform Business Analysis and lead the requirements gathering with business users. Suggest alternate solutions to meet or improve the desired objectives based on best practices and industry solutions and influence the desired outcomes</li><li> Verify that the user requirements are achievable and support business users during UAT and post-implementation phases.</li><li> Collaborate with IT teams to resolve issues. Work with Solution Architects Data Modelers Systems Analysts and Source system support teams to produce high quality deliverables</li><li> Drive user requirement document and obtain a signed off.</li><li> Develop functional specification and obtain a signed off.</li><li> Perform User Acceptance Testing (UAT)</li><li> Troubleshoot functional issues encountered during UAT<br/><br/></li><strong><u>Job Qualifications<br/></u></strong><ul><li>Strong Domain knowledge in Human Resources (HR)</li><li>Experience with driving Employee Experience initiatives and/or HR systems will be considered an advantage</li><li>Experience in driving digital initiatives with business and Operations will be an advantage</li><li>Familiar with Agile development methodologies</li><li>Strong analytical skills with the ability to assimilate information quickly and gain consensus from multiple stakeholders when required</li><li>Good oral and written communication skills including documentation and presentation skills</li><li>Comfortable communicating across business divisions and levels of seniority<br/><br/></li></ul><strong>Primary Location<br/><br/></strong>Singapore<br/><br/><strong>Job<br/><br/></strong>Technology Solutions<br/><br/><strong>Organization<br/><br/></strong>Group Operations &amp; Technology Division<br/><br/><strong>Schedule<br/><br/></strong>Permanent<br/><br/>Full-time<br/><br/><strong>Job Posting<br/><br/></strong>06-Oct-2020 5:20:45 PM<br/><br/></div>
Risk Strategy Analyst,Binance,Singapore| Singapore,4 days ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/risk-strategy-analyst-at-binance-2200101909?refId=ad1ed306-30ce-44fb-9582-cb99e418b5ed&position=4&pageNum=15&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><strong>Please note all positions at Binance require relevant experience. Applications without required experience will not be considered. <br/><br/></strong>Binance is the global blockchain company behind the world’s largest digital asset exchange by trading volume and users serving a greater mission to accelerate cryptocurrency adoption and increase the freedom of money for people around the world.<br/><br/>Are you looking to be a part of one of the most influential companies in the blockchain industry and contribute to the crypto-currency revolution that is changing the world?<br/><br/><strong>Responsibilities<br/></strong><ul><li>Research and develop Risk Strategies for users of Binance platforms using data driven thinking and quantitative analysis methodologies to identify and manage risks as such as fraud trading spam registration account takeover and payment chargebacks. </li><li>Monitor the effectiveness and stability of variables strategies and models maintain and iterate the models or strategies regularly and ensure the accuracy of risk models;</li><li>Through case analysis discovery risk points and provide solutions and ideas;</li><li>Follow a user-centric approach to ensure a balance between user experience and risk control.<br/><br/></li></ul><strong>Job Requirements<br/></strong><ul><li>Bachelor degree or above major in mathematics statistics computer science etc.;</li><li>Three years of data analysis or data mining related work experience risk analysis background of financial derivatives (futures contracts leverage trading etc.) is preferred;</li><li>Proficient in SQL language and at least one professional analysis tool such as Python and R;</li><li>Good willingness and ability to learn outstanding ability to analyze and solve problems and good coordination and communication;<br/><br/></li></ul><strong>Conditions<br/></strong><ul><li> Do something meaningful; Be a part of the future of finance technology and the no.1 company in the industry</li><li> Fast moving challenging and unique business problems</li><li> International work environment and flat organisation</li><li> Great career development opportunities in a growing company</li><li> Possibility for relocation and international transfers mid-career</li><li> Competitive salary</li><li> Flexible working hours Casual work attire</li></ul></div>
IT Portfolio Manager,Kuok Singapore Limited Group,Singapore| Singapore,4 weeks ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/it-portfolio-manager-at-kuok-singapore-limited-group-2211592736?refId=ad1ed306-30ce-44fb-9582-cb99e418b5ed&position=5&pageNum=15&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><ul><li>Keep track and have an in depth understanding of organization’s IT portfolio components (such as projects application landscape operations)</li><li> Foster alignment of IT portfolio components with the strategic objectives and priorities of the organization. In doing so the Portfolio Manager establishes a governance model and portfolio management plan to support effective decision making. </li><li> Perform continuous analysis and monitoring of portfolio components to identify issues risks and opportunities for improvement. Portfolio Managers strive to balance and optimize the portfolio to achieve strategic portfolio objectives. </li><li> Help define and implement portfolio management and processes to support fact-based decisions on investments into Information Technology projects </li><li> Continuously improve the IT governance and planning capability for the Organization by integrating optimal ways of planning and organizing acquiring and implementing delivering and supporting and monitoring IT (solutions) </li><li> Capture organize harmonize critically evaluate decompose and simplify business need and new value propositions into a set of clear understandable actionable and measurable set of processes and requirements </li><li> Develop and present business case and justifications </li><li> Serve as a catalyst for department managers in identifying areas for technology improvement and/or technology use improvement </li><li> Participate in discussions and activities including IT project funding resourcing and prioritization while advocating for the business as it relates to programs and projects </li><li> Build trusted and effective relationships working with business and project managers to ensure successful delivery of IT Projects. Measure the success outcome of project completions. </li><li> Be part of an enthusiastic team and work together with measures to define success. Learn and grow. </li><ul><li> Degree in Information Technology Management Business Information Technology Management or equivalent. </li><li>8-10 years' experience in Technology space with at least 3 - 5 years of relevant experience as a Portfolio Analyst/Business Analyst. </li><li> Strong experience of eliciting distinct requirements from multiple stakeholders through to successful solution delivery traceability and business deployment/usages. </li><li> Strong leadership interpersonal time management prioritization and communication skills with the ability to communicate simplified technical concepts to business stakeholders and influence trade-offs. </li><li> Professional qualification and Experience in Portfolio Management and/or Business Analysis preferred. </li><li> IT Project Management qualification and experience would be an advantage. </li><li> Ability to conduct cost/benefits analysis calculate project feasibility and rate of returns. </li><li> Technical End User Computing Support background would be an advantage.</li></ul></ul></div>
Digital Business Analyst,GovTech Singapore,Singapore| Singapore,4 weeks ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/digital-business-analyst-at-govtech-singapore-2231418157?refId=ad1ed306-30ce-44fb-9582-cb99e418b5ed&position=6&pageNum=15&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5">The Government Technology Agency (GovTech) aims to transform the delivery of Government digital services by taking an "outside-in" view putting citizens and businesses at the heart of everything we do. We also develop the Smart Nation infrastructure and applications and facilitate collaboration with citizens and businesses to co-develop technologies.<br/><br/>Join us as we support Singapore’s vision of building a Smart Nation - a nation of possibilities empowered through info-communications technology and related engineering.<br/><br/>Do you want to apply your skills knowledge and energy to implementing ICT and digital solutions that will impact the lives of Singaporeans and the public? In GovTech you can!<br/><br/>As a Digital Business Analyst you will be working in a Government Agency as a key member of the GovTech project team comprising the Project Manager Solution Architect (where applicable) and the Technical Services Consultant to deliver ICT capabilities to realise Singapore’s vision of a Smart Nation.<br/><br/><strong><u>What To Expect<br/><br/></u></strong>Your will be responsible for eliciting business needs and analysing business problems in order to define and deploy digital solutions to address the needs of citizens businesses and/or public officers. You will work with development teams (outsourced/co-sourced/insourced) for the delivery of defined digital solutions and with Agency stakeholders in deploying the digital solutions.<br/><br/>In this role you will work in a project team in collaboration with Agency users to:<br/><ul><li>elicit scope and manage the Agency’s business requirements</li><li>apply appropriate human-centric tools and techniques including plan design and facilitate workshops map service journeys identify challenges and opportunities</li><li>prioritise product backlog through rigorous information gathering and analysis with stakeholders and contribute to the development of the Functional/ Design specifications</li><li>develop the business case and Tender Specifications</li><li>evaluate and recommend digital solutions that best address the needs</li><li>undertake sprint planning write user stories and define acceptance criteria with stakeholders</li><li>review testing and data conversion documents to verify that specifications are met</li><li>drive smooth deployment adoption and operations of the solution</li><li>analyse impact of requested changes (Operations &amp; Maintenance phase)</li><li>work with developers to understand and troubleshoot technical problems as needed (Operations &amp; Maintenance phase)</li><li>undertake root cause analysis for problems in order to implement preventive and corrective measures to meet business and performance needs (Operations &amp; Maintenance phase)<br/><br/></li></ul><strong>EXPECTATIONS <br/><br/></strong><strong><u>As a Digital Business Analyst You Are<br/></u></strong><ul><li>pro-active resourceful and self-motivated to innovate and take smart risks to achieve business goals and customer satisfaction</li><li>able to take a broad strategic perspective as well as drill deep to understand business needs and challenges</li><li>able to facilitate discussions/workshops to elicit manage and prioritise key business needs </li><li>a team player with strong influencing and people handling skills<br/><br/></li></ul><strong><u>How To Succeed<br/></u></strong><ul><li>Degree or Diploma in Computer Science Information Systems Information/Infocomm Technology Computer or Electronics Engineering or related discipline</li><li>Minimum 3 years of relevant business analysis working experience for Consultant and 5 years of working experience for Senior Consultant role</li><li>Participated in at least one full software or product development cycles preferably using Agile Methodology with past development experience</li><li>Proven experience in IT business analysis application solutioning and design and testing</li><li>Basic knowledge of Cloud Data Analytics Service Design/Design Thinking Agile</li><li>Strong analytical conceptualisation and problem solving skills</li><li>Excellent communication skills both oral and written with the ability to pitch ideas and influence stakeholders<br/><br/></li></ul><strong><u>Advantageous To Have<br/></u></strong><ul><li> Consulting experience</li><li>Business Analysis certification (Certification of Competency in Business Analysis™ (CCBA®) Certified Business Analysis Professional™ (CBAP®)) or similar</li><li>Knowledge of or experience in implementing projects in at least one of the following areas (Data Analytics Agile Methodologies Internet and Mobile Technologies Customer Relationship Management Knowledge Management Service Design Business Process Reengineering (BPR))</li></ul></div>
Business Analyst,SAFRA National Service Association,Singapore| Singapore,3 weeks ago,Over 200 applicants,https://sg.linkedin.com/jobs/view/business-analyst-at-safra-national-service-association-2166913319?refId=ad1ed306-30ce-44fb-9582-cb99e418b5ed&position=7&pageNum=15&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><p>The ideal candidate is a team player who will be responsible for working with company data in various business areas. Specific responsibilities include reporting metrics analyzing methodologies suggesting operation improvements and building proposal evaluations in a cross-functional environment. </p><p> </p><p><strong>Responsibilities</strong></p><ul><li>Work with business users and vendors in supporting existing and new business applications. </li><li>Responsible for managing vendors in their Application Maintenance and Support including identifying and fixing bugs implementing change requests</li><li>Communicate with business users in gathering business requirements preparing approval document for review and approval application testing and ensuring smooth rollout of projects.</li><li>Involve in Project life cycle including conducting preliminary analysis requirement documentation system design system development application testing acceptance testing and maintenance.</li><li>Analyze revise and update existing and new functional documentations. </li><li>Perform User Acceptance Testing for any enhancements to existing systems and new systems. Perform ad-hoc testing to evaluate the impact of change requests.</li><li>Participate in projects.</li><li>Prepare the necessary approval papers presentations and documentations for the need of projects.</li><li>Raise Change Requests / Service Requests upon evaluation /assessment and approval.</li><li>Conduct training sessions and workshops on system processes to users.</li></ul><p><br/></p><p><strong>Requirements</strong></p><ul><li>Diploma/ Degree in Computer Science/Information System </li><li>3 - 5 years of working experience in application support and project management of IT business applications in projects such as Membership application finance ERP system CRM BI HRIS etc.. </li><li>Experience in .Net MS SQL and troubleshooting technical issues</li><li>Experience in administrating Microsoft SQL is preferred</li><li>Troubleshoot Microsoft CRM or Tableau will be advantage.</li><li>Good project and vendor management exposure.</li><li>Good knowledge of IT systems architectures and terminology.</li><li>Possess strong analytical and problem solving skills</li><li>Good verbal communication and presentation skills</li><li>Motivated proactive and optimistic about challenges</li><li>Able to work in a fast pace environment.</li><li>Singaporeans and PRs only.</li></ul></div>
