Job Title,Company Name,Country,When Posted,No. of Applicants,Hyperlink,Job Description
HR (PART TIME),Advisors'​ Clique,Singapore| Singapore,2 days ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/hr-part-time-at-advisors-%E2%80%8B-clique-2232525655?refId=c29cee87-f4d0-424d-b8f0-08cac578449e&position=21&pageNum=25&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><strong><u>Job Scope<br/></u></strong><ul><li> Sourcing candidates from websites job boards and social platforms. </li><li> Follow up on existing and potential candidates </li><li> Schedule and coordinate interviews. </li><li> Ability to work independently with minimal supervision. <br/></li></ul>Requirement<br/><ul><li> Must possess at least Bachelor's Degree/ Post Graduate Diploma/ Professional Degree in any field </li><li> No work experience required <br/></li></ul>Please text @ 8716 9558 for enquiry and code HRPatrick to apply now</div>
Human Resource Administrator,PEAK OCEAN PTE. LTD.,Singapore| Singapore,4 weeks ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/human-resource-administrator-at-peak-ocean-pte-ltd-2202467497?refId=c29cee87-f4d0-424d-b8f0-08cac578449e&position=22&pageNum=25&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><u><strong>Human Resource Administration<br/></strong></u><ul> <li>Liaise with MOM and Statutory Boards on employment matters including processing of work pass application renewal and cancellation related matters.</li> <li>Liaise with IRAS on annual employee IR8A submission and Employment Pass cancellation related matters.</li> <li>Maintain and upkeep of HR records.</li> <li>New Hire on-boarding including requisition for laptop email request assign work station apply insurance cards issue office access card and printing of name card so on.</li> <li>Support all HR related matters.</li> <br/><br/></ul><strong><u>Requirement<br/></u></strong><ul> <li>Dip/Degree in HRM Biz Management or relevant fields.</li> <li>Min 2-3 years experience in similar role.</li> <li>Good communication and interpersonal skill.</li> <li>Good career prospects.</li> <li>44 hours / 5.5 days week.</li></ul></div>
Global HR Business Partner - Technology Lead,Frazer Jones,Singapore| Singapore,2 weeks ago,Over 200 applicants,https://sg.linkedin.com/jobs/view/global-hr-business-partner-technology-lead-at-frazer-jones-2166078569?refId=c29cee87-f4d0-424d-b8f0-08cac578449e&position=23&pageNum=25&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><ul><li>HR      Business Partner – Global Technology HR Lead (ED/MD level) </li> <li>Financial      Services  </li> <li>Highly      competitive package on offer </li> <li>Location:      Singapore </li> <li>Very      strategic &amp; visible role  </li> </ul><p><strong> </strong> </p><p><strong>Introduction:</strong><br/> We are proud to partner exclusively with our client a leading global financial services organisation to appoint a Global HR Business Partner Lead (ED/MD Level) for Technology. This individual will have a background of supporting sizeable and highly innovative geographically dispersed Technology populations within matrix organisations which are going through extensive change. This is a very visible Global Tech HR BP Lead position and the organisation is in growth mode with a lot of exciting projects upcoming. This is an opportunity to truly shape the entire international Technology function as a strategic HR adviser to the CIO. </p><p>  </p><p><strong>About the role:</strong> </p><p>Reporting in to the Global Head of HR with a dotted line in to the Global Head of Technology this individual will spearhead all HR changes related to the global technology population across the entire organisation. More specifically you will drive HR Strategy People Projects Culture and Engagement Talent Management Organisation Design / TOM (offshoring) M&amp;A upskilling and reskilling employees building innovative capabilities across the global Technology population in an agile structure. </p><p>  </p><p>This is a largely strategic role as this person will coach and advise the global Tech leadership team on all HR / people technology and innovation related matters supported by a forward thinking global HR team. This person will operate in a strategic individual contributor position initially with a view to potentially manage a globally dispersed team longer term. </p><p>  </p><p><strong>The successful applicant:</strong> </p><p>This is a wonderful opportunity for someone who enjoys operating in a highly matrix and international working environment managing complex strategic HR projects (supported by CoEs) building excellent relationships with the leadership team. For those at ED level this position would be a perfect stepping-stone in to a Global MD role longer-term within the organisation due to the extensive focus on Technology in areas such as; digital data science AI cyber as well as reviewing key skills of the future. This person should be highly passionate about and knowledgeable in Technology. This role would suit an individual who thrives in a fast paced results driven environment and who works well in time critical situations facing off directly to Global C-Suite. Experience operating in a global Technology Fintech or Financial Services organisation is preferred. </p><p>  </p><p>Thanks for your time. Please apply to find out more about this role. Alternatively if you are looking to make a key HR hire in to your team or if you want to discuss the HR market please get in touch. Successful referrals are also rewarded! </p><p>  </p><p>CHARLOTTE MATTHEW<br/> Director - Head of Financial &amp; Professional Services<br/> https://www.linkedin.com/in/charlottematthew/<br/> charlottematthew@frazerjones.com<br/> Personnel Registration Number:  R1987572<br/> EA Licence No: 17S8475<br/> Note: We regret that only shortlisted candidates will be notified </p><p> </p></div>
HR Executive - Sole Contributor (MNC/UP$4K/IMMEDIATE/NORTH),Adecco,Singapore| Singapore,4 weeks ago,34 applicants,https://sg.linkedin.com/jobs/view/hr-executive-sole-contributor-mnc-up%244k-immediate-north-at-adecco-2180097434?refId=c29cee87-f4d0-424d-b8f0-08cac578449e&position=24&pageNum=25&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5">Hi we are looking for a HR Executive for a reputable Swedish MNC<br/><br/><strong>The Opportunity<br/></strong><ul> <li>Opportunity to work in an MNC environment</li> <li>Monday - Friday</li> <li>8.00am to 5.30pm</li> <li>Location: North - Transportation provided from pick up points </li> <li>Sole Contributor role!</li> <br/><br/></ul><strong><u>The Talent<br/></u></strong><ul> <li>Min Diploma in Business Management or Human Resource</li> <li>3 years of HR experience</li> <li>Able to start work immediately</li> <li>Independent &amp; proactive candidate with strong communication skills</li> <br/><br/></ul><strong><u>Job Description<br/></u></strong><ul> <li>Answer and solve HR-related issues </li> <li>Supporting recruitment process</li> <li>On-boarding and off-boarding of employees</li> <li>Organise and maintain personnel records </li> <li>Supporting payroll function</li> <li>Contribute in the revision of organisational policies and HR guidelines </li> <li>Expat management</li> <li>Support employees with insurance claims and registration process</li> <li>Office admin support</li> <li>Any other duties as assigned</li> <br/></ul><strong>Next Step<br/><br/></strong>Prepare your updated resume send to the following email or click 'apply':<br/><br/>corpstaffing@adecco.com<br/><br/>*Only shortlisted candidates will be contacted*<br/><br/>Amelia Lau An Qi<br/><br/>Direct Line: +65 6697 7987<br/>EA License No: 91C2918<br/>Personnel Registration Number: R1987023</div>
Regional HRBP,Randstad Singapore,Singapore| Singapore,4 weeks ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/regional-hrbp-at-randstad-singapore-2207119458?refId=c29cee87-f4d0-424d-b8f0-08cac578449e&position=25&pageNum=25&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><strong><u>About The Company<br/><br/></u></strong>My client is a well established Tech giant with strong global presence. Their business comprises of different core areas such as AI cloud digital media payments etc. They provide the technology infrastructure to support their partners in transforming the way they work. With their exciting plans to briing the business to the next level they are now looking to hire for a Regional HRBP to oversee the SEA region. If you are looking for growth opportunities with one of the fastest growing Tech firms this would be the right role for you!<br/><br/><strong><u>About The Job<br/><br/></u></strong>You will be undertaking the role of a Regional HR Business Partner your role includes but not limiting to:<br/><ul><li>Oversee the full suite of HR functions and aligning practices with business objectives.</li><li>Work with BUs and stakeholders to understand business strategies diagnose current organization performance and develop plans to build capabilities and support innovative change. </li><li>Act as a business ambassador employee champion and change agent.</li><li>Analyze trends and metrics in partnership with the HR group to develop solutions programs and policies.</li><li>Manage and resolve complex employee relations issues. Conduct effective thorough and objective investigations.</li><li>Provide day-to-day performance management guidance to line management such as coaching counseling career development managing disciplinary actions. </li><li>identify training needs for the business and put in place effective training programs. <br/><br/></li></ul><strong><u>About The Manager/team<br/><br/></u></strong>You will be reporting into the HR Director and be working in a team of 5.<br/><br/><strong><u>Skills And Experience Required<br/><br/></u></strong>You will be degree qualified in HRM or other related fields of studies and possess at least 8 years of HR Generalist experience. You should have experience in a regional role as well and have implemented key strategic initiatives for the business. You will be someone who has a solid understanding of key HR trends and have the ability to map out policies and strategies for the business. Besides the mentioned you should also be someone with excellent communication skills so as to build strong relations with stakeholders across all levels. Due to business needs to liaise across China market fluency in mandarin is a mandate. Due to the regions being covered by this person there will be travelling required.<br/><br/>EA: 94C3609 / R1767072</div>
Human Resource Manager,ACCISE ASIA PACIFIC PTE. LTD.,Singapore| Singapore,5 days ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/human-resource-manager-at-accise-asia-pacific-pte-ltd-2218923318?refId=9c64ffdc-5291-4af8-94af-8595626c8b3c&position=1&pageNum=26&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><u><strong>Jobs Descriptions<br/></strong></u><ul> <li>Regularly updated database of personnel file (softcopy and hardcopy);</li> <li>Handle full spectrum of recruitment including work pass applications;</li> <li>Prepare and generate HR related letters and reports;</li> <li>Monitor and verify time attendance of employees;</li> <li>Data entry sorting and filing of HR documents.</li> <br/></ul><u><strong>Jobs Requirements<br/></strong></u><ul> <li>Minimum diploma holders in any discipline;</li> <li>Work experience in construction industry is an advantage;</li> <li>Computer literate (Microsoft Office and Excel);</li> <li>Able to work independently in fast-paced environment;</li> <li>Willing to work on alternate Saturday;</li> <li>Well versed with Employment Act and any MOM regulations.</li> <br/><br/></ul><strong><u>Other Information<br/><br/></u></strong>We are fast growing construction firm specialist in M&amp;E solutions currently seeking for a positive with good initiative individual.<br/><br/>Location: Near McPherson Mrt Station 5-10 mins walking distance<br/><br/>Working Day: Alternate 5.5 days<br/><br/>Working Hour: 9am-6pm 9am to 1pm (alternate Saturday)<br/><br/>Interested candidates please submit a detailed resume including reason of leaving last drawn &amp; expected salary and availability.<br/><br/>We regret that only selected candidates will be notified.</div>
HR PMO Lead - Banking,Frazer Jones,Singapore| Singapore,3 weeks ago,Over 200 applicants,https://sg.linkedin.com/jobs/view/hr-pmo-lead-banking-at-frazer-jones-2001978924?refId=9c64ffdc-5291-4af8-94af-8595626c8b3c&position=2&pageNum=26&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><ul><li>HR PMO Lead - Banking </li><li>2 year FTC (view to go perm) </li><li><strong>Global Financial Services Organisation</strong> </li><li><strong>Salary SGD 180000 - 210000 base </strong> </li><li><strong>Location: Singapore</strong> </li></ul><p><strong><br/></strong> </p><p>We are delighted to be partnering exclusively with a global financial services firm on a HR PMO (Project Management Office)  Lead (VP / SVP) role (2 year FTC initially) with a remit of driving robust HR projects and programme governance and change processes across the organisation.  Reporting in to the Group Head of HR PMO &amp; Change this role is key in supporting Group HR in a Centre of Expertise (CoE) capacity with all HR projects and programmes. </p><p>  </p><p>This organisation is undergoing a lot of complex change and transformation across the group so this role is critical in ensuring smooth delivery of critical programmes in a quality orientated timely and cost effective manner. A highly visible role partnering directly with senior leadership teams and stakeholders across the organisation you must be comfortable multi-tasking within a global matrix structure.  This is an exciting firm with big prospects and as they are in growth mode they are investing in technology heavily to enable further market share. </p><p>  </p><p>This role and team is key in ensuring all initiatives are executed in a rigorous manner. You will challenge and scrutinise business cases ensure strong governance frameworks are in place stakeholder management has been well thought through and outcomes are on track. This team is responsible for reviewing existing programmes and ensuring the group-wise standards are met to ensure consistent and successful outcomes in an agile environment. </p><p>  </p><p>This person through operating in a senior PMO capacity will ensure  successful delivery of projects and activities in the scope of programmes through effective facilitation tracking and reporting documentation. This includes the creation and development of tools to ensure consistency and that documents are in line with existing governance structures. You will be responsible for ensuring the data is consistent and validated to enable more accurate decision making. This person will help get into the detail in creating and facilitating key board documents and dashboards. </p><p>  </p><p><strong>Essential</strong>: HR PMO  experience within a global matrix financial or professional services institution or expertise from a consulting firm having serviced financial institutions in similar roles. At least 10 years’ relevant experience in this space. </p><p><strong>Benefits: </strong>A unique opportunity to enhance your PMO &amp; Change career at the heart of a successful and expanding business and make an impact. <br/> </p><p>  </p><p>Thanks for your time. Please apply to find out more about this role. Alternatively if you are looking to make a key HR hire in to your team or if you want to discuss the HR market please get in touch. Successful referrals are also rewarded! </p><p>  </p><p>CHARLOTTE MATTHEW<br/> Director - Head of Financial &amp; Professional Services<br/> https://www.linkedin.com/in/charlottematthew/<br/> charlottematthew@frazerjones.com<br/> Personnel Registration Number:  R1987572<br/> EA Licence No: 17S8475<br/> Note: We regret that only shortlisted candidates will be notified</p></div>
HR Manager - 3 month Contract convertible to perm,Adecco,Singapore| Singapore,1 month ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/hr-manager-3-month-contract-convertible-to-perm-at-adecco-2149618243?refId=9c64ffdc-5291-4af8-94af-8595626c8b3c&position=3&pageNum=26&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5">HR Manager - 3-month Contract convertible to perm<br/><br/><strong><u>About Our Client<br/><br/></u></strong>Our client a renowned urban lifestyle company is currently seeking a talented People and Culture to join their established team. This is an exciting opportunity to be part of a creative team and an industry-leading group within a team management role. This is a sole contributor role. This is a permanent role based in Singapore.<br/><br/><strong><u>About Our Client<br/><br/></u></strong>Our client a renowned urban lifestyle company is currently seeking a talented HR Manager to join their established team. This is an exciting opportunity to be part of a creative team and an industry-leading group within a team management role. This is a sole contributor role. This is a permanent role based in Singapore.<br/><br/>HR Manager<br/><br/>Reporting to the CEO the firm is looking for an experienced and strategic leader responsible for providing clear directions to the different functions in the HR Division. The role will be a vital role for the expansion of the company<br/><br/>You will be tasked to manage and grow your HR team to drive progressive people practices across the company.<br/><br/>The mission is to improve how our people work behave engage and grow with the first through robust human resource policies and programs that will help weave the overall cultural fabric within the firm and lead to an employee experience that attracts and retains the right talent.<br/><br/><strong><u>Key Roles &amp; Responsibilities<br/><br/></u></strong><li> Lead and manage the HR function managing end-to-end responsibilities in a generalist role including driving HR operations employee relations C&amp;B learning &amp; development performance management and talent acquisition</li><li> Develop and direct strategies for workforce planning to identify the strategic manpower needs and to optimise resources for firm's emerging business needs (especially in technology agenda) and outcomes.</li><li> Review formulate and implement HR policies and procedures that remains a progressive and competitive employment</li><li> Review the existing HR policies and compensation strategy and steer the direction for change where needed e.g. salary benchmarking and review.</li><li> Develop and direct strategies for talent management to attract and build a strong pipeline of talents and succession for key positions.</li><li> You will act as a champion for the company culture and will support the company executives and team leaders allowing the company to develop and grow quickly improve the recruiting testing and interviewing programs; counseling managers<br/><br/></li>on candidate selection; conducting and analyzing exit interviews; and recommending necessary changes<br/><br/><li> Develop the training roadmap to equip staff in the organization on the range of competency requirements.</li><li> Champion and promote culture of workforce agility and employability through structured and unstructured learning and development strategies and programmes.</li><li> Lead the development of an integrated learning and development framework policies and system including development of training roadmaps to strengthen and build capabilities in the organisation for current and the future.</li><li> Steer the design development and implementation of structured leadership development programmes to build the effectiveness and capacity of officers in supervisory roles.</li><li> Ensure compliance by monitoring and implementing applicable human resource<br/><br/></li>requirements conducting investigations maintaining record<br/><br/><li> Advance human resource staff job results by counseling and disciplining employees; and planning monitoring and appraising job results<br/><br/></li><strong><u>Job Requirements<br/><br/></u></strong><li> Experienced Human Resource Manager who has been in a sole contributor role preferably with strong credentials in the tech industry</li><li> At least 6 years of relevant experience in a leadership capacity with the ability to engage inspire and develop high-performing teams.</li><li> Confident communicator with strong stakeholder management experience to drive changes and innovation.</li><li> Adept in being customer focus and strong attention to details analytical and resourceful.</li><li> Highly adaptable and demonstrate agility to thrive in a fast pace &amp; evolving environment.<br/><br/></li><strong>Next Steps<br/></strong><ul> <li>Prepare your updated resume (please include your current salary package with full breakdown such as base incentives annual wage supplement etc.) and expected package.</li> <li>Apply through this application or send your resume to <strong>Pierre.lim@adecco.com</strong> in MS Word Copy</li> <li>All shortlisted candidates will be contacted.</li> <br/><br/></ul>Pierre Lim Wen Xi<br/>Direct Line: 6697 7798<br/>EA License No: 91C2918<br/>Personnel Registration Number: R1548471</div>
HR Manager| Retail Strategic HRBP (Up to $11|000 X 13 months),Randstad Singapore,Singapore| Singapore,4 weeks ago,30 applicants,https://sg.linkedin.com/jobs/view/hr-manager-retail-strategic-hrbp-up-to-%2411-000-x-13-months-at-randstad-singapore-2149936425?refId=9c64ffdc-5291-4af8-94af-8595626c8b3c&position=4&pageNum=26&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><strong>Salary up to $11000 X 13 months + VB<br/><br/></strong><strong><u>About The Company<br/><br/></u></strong>Our client is a top retail leader with a brand that is no stranger to all. Their branding are often associated with being dynamic energetic and sporty where they have build up their branding strong in the global market. With their consistency in being the market leader they are a forward thinking organization that has never failed to maintain their employer branding.<br/><br/><strong><u>About The Job<br/><br/></u></strong>You will provide strategic and operational human resources partnership in Southeast Asia and India to maximize organisational health and capability. You will work closely with key partners within HR in the regions to understand the business priorities and deliver a full spectrum of HR programs and services to build commitment capability and overall engagement among individuals and teams. You will also partner the HR COE partners the direct consumer teams to gather employee and marketplace insights data and trends to drive solutions and actions contributing to organisational health and the achievement of business objectives.<br/><br/>As a strategic partner you will also participate in key business planning and talent planning sessions to assess talent and develop strategies to address development needs gaps and risks. You will play a key role in developing and/or executing strategies and interventions to ensure overall HR effectiveness within the business.<br/><br/><strong><u>Skills And Experience Required<br/><br/></u></strong>You will be Diploma/Degree qualified in HRM or related field of studies and demonstrate at least 10 years of similar experience preferably within the fast moving consumer/ Retail segment. Being able to think out of the box independent and resourceful is a definite good to have to fit into the culture and the value preposition of the organization. You will be someone with strong business acumen to integrate HR solutions into the business and act as a strategic partner to the management team and your stakeholders. Excellent communication skills with the ability to manage stakeholders of different levels is definite must in this role.<br/><br/><strong>To apply<br/><br/></strong>If the above describes you click ‘apply here/now’. We regret that only shortlisted candidates will be notified.<br/><br/>EA: 94C3609 / R1110094</div>
Human Resource Manager,Altitude Alliance Pte Ltd,Singapore| Singapore,3 days ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/human-resource-manager-at-altitude-alliance-pte-ltd-2226004749?refId=9c64ffdc-5291-4af8-94af-8595626c8b3c&position=5&pageNum=26&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><strong><u>Job Description<br/></u></strong><ul><li> Perform Recruitment and Interview</li><li> Coordinate and organize staff event</li><li> Handle In House Agency Culture Staff Booklet</li><li> Experience in HR easily software would be an advantage</li><li> Knowledge in handle government grant such as PCP JSS PMAX and etc</li><li> Good with MS office</li><li> 2 years experience in HR.</li><li> Singaporean/ PR preferred and degree holders preferred.</li><li> Able to start immediately<br/></li></ul></div>
HR Manager - Investments - Individual Contibutor,Frazer Jones,Singapore River| Singapore,1 day ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/hr-manager-investments-individual-contibutor-at-frazer-jones-2233976262?refId=9c64ffdc-5291-4af8-94af-8595626c8b3c&position=6&pageNum=26&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5">We are partnering exclusively with a Singapore based asset management organisation who are looking for a HR Manager to join the small &amp; growing Singapore office. This is a new and exciting hire for the organisation. Reporting in to the COO as part of a highly international office this individual will be a smart and professional HR Generalist / HR Manager who is comfortable operating in an individual contributor capacity in a broad strategic and operational role. You will partner closely with the Leadership team locally (CEO COO Legal Counsel etc) to manage all people / HR related matters across Singapore in a very hands on HR Generalist position. You will manage: HR Advisory &amp; HR Policy Recruitment Performance Management Reward Learning &amp; Talent HR Operations Reporting Employee Relations HR Admin and implement global HR projects locally (such as working with the partner company in the UK rolling out a new HR system engagement etc). This organisation was set up within the last 10 years with a focus on sustainable and infrasturcture investments. The culture of the organisation is fast-paced entrepreneurial progressive and dynamic and the leadership team are very passionate about doing good in the world and making a difference! You will be an accomplished HR Generalist or HR Business Partner operating in another global Financial Services (ideally asset management / buy-side) organisation. Experience operating as an individual contributor or as part of a small team in a broad hands-on HR role working closely with leadership is preferable. You must have knowledge of HR policy within Singapore. You would benefit from having circa 10+ years of HR experience within a international matrix firm and able to work autonomously from a HR perspective. Degree / HR qualification (preferred). Thanks for your time. Please apply to find out more about this role. Alternatively if you are looking to make a key HR hire in to your team or if you want to discuss the HR market please get in touch. Successful referrals are also rewarded! CHARLOTTE MATTHEW Director - Head of Financial &amp; Professional Services https://www.linkedin.com/in/charlottematthew/ charlottematthew@frazerjones.com Personnel Registration Number: R1987572 EA Licence No: 17S8475 Note: We regret that only shortlisted candidates will be notified To comply with local laws our Singapore office EA Licence No is: 17S8475. Please note that your personal information will be treated in accordance with our Privacy Policy.</div>
HR Generalist (Up to $5k/Immediate/Education),Adecco,Singapore| Singapore,4 months ago,132 applicants,https://sg.linkedin.com/jobs/view/hr-generalist-up-to-%245k-immediate-education-at-adecco-1930373239?refId=9c64ffdc-5291-4af8-94af-8595626c8b3c&position=7&pageNum=26&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><strong>The Opportunity<br/></strong><ul> <li>Opportunity to work in a reputable UK institute </li> <li>Dynamic &amp; positive working environment</li> <li>Monday - Friday office working hours</li> <br/><br/></ul><strong><u>The Talent<br/></u></strong><ul> <li>A Diploma in Human Resource Management Business Management or equivalent</li> <li>With at least 3 - 5 years of relevant experience in HR Admin or full spectrum of HR functions</li> <li>Strong knowledge in Employment Act &amp; HR Processes</li> <li>Able to start immediately or within short notice</li> <li>A team player and ability to work independently</li> <li>Positive individual with excellent interpersonal &amp; communication skills</li> <br/><br/></ul><strong><u>Job Description<br/></u></strong><ul> <li>Support full spectrum of recruitment (Ie. Post adverts screening interviewing and offer management)</li> <li>Manage employees onboarding/offboarding and induction process</li> <li>Provide HR administration such as administer of leave &amp; medical benefits</li> <li>Manage and coordinate internal and external training programs</li> <li>Process of work passes application renewal and cancellation</li> <li>Responsible for the coordination of payroll submission between internal and outsourced payroll vendor</li> <li>Maintain and update of employee personal files</li> <li>Participate in ad-hoc HR projects as required</li> <br/></ul><strong>Next Step<br/><br/></strong>Prepare your updated resume send to the following email: <strong>corpstaffing@adecco.com<br/><br/></strong>*Only shortlisted candidates will be contacted*<br/><br/>Jolinda Yow Jia Min<br/>Direct Line: 6697 7782<br/>EA License No: 91C2918<br/>Personnel Registration Number: R1654296</div>
Regional HR Coordinator/Specialist,Randstad Singapore,Singapore| Singapore,2 weeks ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/regional-hr-coordinator-specialist-at-randstad-singapore-2210754026?refId=9c64ffdc-5291-4af8-94af-8595626c8b3c&position=8&pageNum=26&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5"><strong>(SG MY HK &amp; Korea)<br/><br/></strong><strong>Fast fashion retail up to $4000 X 13 months + attractive benefits<br/><br/></strong><strong><u>About The Company<br/><br/></u></strong>Our client is a well established fast fashion retail brand that needs no introduction. They are known for their trendy image and are definitely a top choice among consumers. Due to their successful business growth in the APAC region they have exciting plans to open new markets within Asia. With their expansion plans in place SG office is the regional hub for Asia market and they are inviting dynamic and passionate individual to join them in their business growth.<br/><br/><strong><u>About The Job<br/><br/></u></strong>You will look over all operational matters to both the retail and corporate team to develop the people’s agenda for growing retaining and engaging the talents across the business in Asia region. You will be optimizing and scaling day-to-day HR Ops and be a trusted and credible ‘go to’ HR personnel. Employee engagement with the local retail sales front will also be part of your scope to stay close to the operation ground to understand and identify needs and gaps for improvements. Apart from the generalist HR scope you will also get the opportunity to take on regional projects and lead of rolling out the HRIS and drive system implementation.<br/><br/>If thriving under a regional platform in a fast pace vibrant and collaborative environment is what you are seeking for this would be the perfect place for you to be in. In return you will find yourself in an engaging role under a non hierarchical management who believes collaboration is the key to success.<br/><br/><strong><u>About The Team<br/><br/></u></strong>You will work alongside in a HR team of 3 in SG supporting the SEA region. You will report back to the APAC regional office in AU and work in close collaboration with them to align HR strategies in the region.<br/><br/><strong><u>Others<br/></u></strong><ul><li>Regional exposure – open to those without regional experience</li><li>A collaborative environment excellent work culture</li><li>Office in central CBD<br/><br/></li></ul><strong><u>Skills And Experience Required<br/><br/></u></strong>You will be Degree/Diploma qualified in HRM or related field of studies and demonstrate at least 2 years of HR generalist experience preferably in the retail and/or F&amp;B industry vertical. Strong in recruitment will be a definite advantage that will place you a league above others. You will be someone who believes in teamwork able to work in a fast pace environment and think on your feet when faced with challenges on the ground. You will also be someone who is versatile in handling people of all demographic backgrounds and corporate levels.<br/><br/><strong>To apply<br/><br/></strong>If the above describes you click ‘apply here’. We regret that only shortlisted candidates will be notified.<br/><br/>EA: 94C3609 / R1110094</div>
Assistant Human Resource Manager,YYLIFE PTE. LTD.,Singapore| Singapore,3 weeks ago,Be among the first 25 applicants,https://sg.linkedin.com/jobs/view/assistant-human-resource-manager-at-yylife-pte-ltd-2225356823?refId=9c64ffdc-5291-4af8-94af-8595626c8b3c&position=9&pageNum=26&trk=public_jobs_job-result-card_result-card_full-click,<div class="show-more-less-html__markup show-more-less-html__markup--clamp-after-5">This role reports to the Human Resource Director of the organization and is responsible for the following:<br/><br/><strong><u>Responsibilities<br/></u></strong><ul><li> Work with line managers on manpower requirements employee relations issues compensation &amp; benefits matters key HR initiatives and other HR matters</li><li> Support current &amp; future business needs through development engagement motivation and preservation of human capital.</li><li> Design and implement organization structure programme</li><li> Ensure that HR policies &amp; practices are in compliance with prevailing statutory regulations</li><li> Organise employee communication platforms and activities</li><li> Process monthly payroll and statutory related submissions (e.g. CPF Income Tax)</li><li> Handle government claims and grants (e.g. NS/ Maternity/ Paternity/ PSG etc)</li><li> Work pass applications renewal and cancellation</li><li> Ensure timely update of employees’ database proper filing system and smooth office administration</li><li> Lead and drive projects/activities to support operation teams</li><li> Supervise train and develop the HR &amp; Admin Team</li><li> Liaise with HQ on HR matters and any other ad-hoc duties as assigned HRIS</li><li> Actively tracking and reporting on available grants issued by the government</li><li> Handles grant calls including submission and reviewing of grants application.</li><li> Administering project preparation</li><li> Other ad-hoc duties as assigned<br/></li></ul><strong><u>Job Requirements<br/></u></strong><ul><li> Diploma or Degree holder in Human Resources Management or Business Management</li><li> 3 years in relevant HR administration role</li><li> Well versed with Singapore Employment Act and labor legislation</li><li> Strong interpersonal skills to work with key decision makers and various levels of employees</li><li> Ability to work in a fast-paced and dynamic environment</li><li> Payroll processing background will be an added advantage</li><li> Able to work under pressure and meet datelines</li><li> Hands-on individual with strong IT and coordination skills<br/></li></ul></div>
